Type,Condition,Primary_secondary_type,Code,MedCode,Term,Description,Source
Disease,Diabetes,Primary care,9N1i.00,,Seen in diabetic foot clinic,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,9N1o.00,,Seen in multidisciplinary diabetic clinic,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,9N1Q.00,,Seen in diabetic clinic,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,9N1v.00,,Seen in diabetic eye clinic,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,9N2d.00,,Seen by diabetologist,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,9N2i.00,,Seen by diabetic liaison nurse,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,9NM0.00,,Attending diabetes clinic,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,9NN8.00,,Under care of diabetologist,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,9NN9.00,,Under care of diabetes specialist nurse,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,9NND.00,,Under care of diabetic foot screener,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,9OL1.00,,Attends diabetes monitoring,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,9OL2.00,,Refuses diabetes monitoring,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,9OLA.11,,Diabetes monitored,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,9OLD.00,,Diabetic patient unsuitable for digital retinal photography,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C10..00,,Diabetes mellitus,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C10..00,,Diabetes mellitus,Diabetes mellitus,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C100.00,,Diabetes mellitus with no mention of complication,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C100.00,,Diabetes mellitus with no mention of complication,Diabetes mellitus with no mention of complication,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C100000,,Diabetes mellitus; juvenile type; no mention of complication,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C100000,,Diabetes mellitus; juvenile type; no mention of complication,Diabetes mellitus; juvenile type; no mention of complication,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C100011,,Insulin dependent diabetes mellitus,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C100011,,Insulin dependent diabetes mellitus,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C100011,,Insulin dependent diabetes mellitus,Insulin dependent diabetes mellitus,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C100100,,Diabetes mellitus; adult onset; no mention of complication,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C100100,,Diabetes mellitus; adult onset; no mention of complication,Diabetes mellitus; adult onset; no mention of complication,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C100111,,Maturity onset diabetes,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C100111,,Maturity onset diabetes,Maturity onset diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C100112,,Non-insulin dependent diabetes mellitus,Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C100112,,Non-insulin dependent diabetes mellitus,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C100112,,Non-insulin dependent diabetes mellitus,Non-insulin dependent diabetes mellitus,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C100z00,,Diabetes mellitus NOS with no mention of complication,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C100z00,,Diabetes mellitus NOS with no mention of complication,Diabetes mellitus NOS with no mention of complication,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C101.00,,Diabetes mellitus with ketoacidosis,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C101.00,,Diabetes mellitus with ketoacidosis,Diabetes mellitus with ketoacidosis,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C101000,,Diabetes mellitus; juvenile type; with ketoacidosis,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C101000,,Diabetes mellitus; juvenile type; with ketoacidosis,Diabetes mellitus; juvenile type; with ketoacidosis,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C101100,,Diabetes mellitus; adult onset; with ketoacidosis,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C101100,,Diabetes mellitus; adult onset; with ketoacidosis,Diabetes mellitus; adult onset; with ketoacidosis,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C101y00,,Other specified diabetes mellitus with ketoacidosis,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C101y00,,Other specified diabetes mellitus with ketoacidosis,Other specified diabetes mellitus with ketoacidosis,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C101z00,,Diabetes mellitus NOS with ketoacidosis,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C101z00,,Diabetes mellitus NOS with ketoacidosis,Diabetes mellitus NOS with ketoacidosis,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C102.00,,Diabetes mellitus with hyperosmolar coma,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C102.00,,Diabetes mellitus with hyperosmolar coma,Diabetes mellitus with hyperosmolar coma,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C102000,,Diabetes mellitus; juvenile type; with hyperosmolar coma,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C102000,,Diabetes mellitus; juvenile type; with hyperosmolar coma,Diabetes mellitus; juvenile type; with hyperosmolar coma,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C102100,,Diabetes mellitus; adult onset; with hyperosmolar coma,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C102100,,Diabetes mellitus; adult onset; with hyperosmolar coma,Diabetes mellitus; adult onset; with hyperosmolar coma,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C102z00,,Diabetes mellitus NOS with hyperosmolar coma,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C102z00,,Diabetes mellitus NOS with hyperosmolar coma,Diabetes mellitus NOS with hyperosmolar coma,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C103.00,,Diabetes mellitus with ketoacidotic coma,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C103.00,,Diabetes mellitus with ketoacidotic coma,Diabetes mellitus with ketoacidotic coma,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C103000,,Diabetes mellitus; juvenile type; with ketoacidotic coma,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C103000,,Diabetes mellitus; juvenile type; with ketoacidotic coma,Diabetes mellitus; juvenile type; with ketoacidotic coma,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C103100,,Diabetes mellitus; adult onset; with ketoacidotic coma,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C103100,,Diabetes mellitus; adult onset; with ketoacidotic coma,Diabetes mellitus; adult onset; with ketoacidotic coma,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C103y00,,Other specified diabetes mellitus with coma,Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C103y00,,Other specified diabetes mellitus with coma,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C103y00,,Other specified diabetes mellitus with coma,Other specified diabetes mellitus with coma,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C103z00,,Diabetes mellitus NOS with ketoacidotic coma,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C103z00,,Diabetes mellitus NOS with ketoacidotic coma,Diabetes mellitus NOS with ketoacidotic coma,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C104.00,,Diabetes mellitus with renal manifestation,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C104.00,,Diabetes mellitus with renal manifestation,Diabetes mellitus with renal manifestation,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C104.11,,Diabetic nephropathy,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C104000,,Diabetes mellitus; juvenile type; with renal manifestation,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C104000,,Diabetes mellitus; juvenile type; with renal manifestation,Diabetes mellitus; juvenile type; with renal manifestation,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C104100,,Diabetes mellitus; adult onset; with renal manifestation,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C104100,,Diabetes mellitus; adult onset; with renal manifestation,Diabetes mellitus; adult onset; with renal manifestation,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C104y00,,Other specified diabetes mellitus with renal complications,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C104y00,,Other specified diabetes mellitus with renal complications,Other specified diabetes mellitus with renal complications,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C104z00,,Diabetes mellitus with nephropathy NOS,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C104z00,,Diabetes mellitis with nephropathy NOS,Diabetes mellitis with nephropathy NOS,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C105.00,33254,Diabetes mellitus with ophthalmic manifestation,Diagnosis of diabetic ophthalmic complications,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C105.00,,Diabetes mellitus with ophthalmic manifestation,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C105.00,,Diabetes mellitus with ophthalmic manifestation,Diabetes mellitus with ophthalmic manifestation,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C105000,69748,"Diabetes mellitus, juvenile type, + ophthalmic manifestation",Diagnosis of diabetic ophthalmic complications,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C105000,,Diabetes mellitus; juvenile type; + ophthalmic manifestation,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C105000,,Diabetes mellitus; juvenile type; + ophthalmic manifestation,Diabetes mellitus; juvenile type; + ophthalmic manifestation,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C105100,41389,"Diabetes mellitus, adult onset, + ophthalmic manifestation",Diagnosis of diabetic ophthalmic complications,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C105100,,Diabetes mellitus; adult onset; + ophthalmic manifestation,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C105100,,Diabetes mellitus; adult onset; + ophthalmic manifestation,Diabetes mellitus; adult onset; + ophthalmic manifestation,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C105y00,47377,Other specified diabetes mellitus with ophthalmic complicatn,Diagnosis of diabetic ophthalmic complications,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C105y00,,Other specified diabetes mellitus with ophthalmic complicatn,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C105y00,,Other specified diabetes mellitus with ophthalmic complicatn,Other specified diabetes mellitus with ophthalmic complicatn,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C105z00,34283,Diabetes mellitus NOS with ophthalmic manifestation,Diagnosis of diabetic ophthalmic complications,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C105z00,,Diabetes mellitus NOS with ophthalmic manifestation,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C105z00,,Diabetes mellitus NOS with ophthalmic manifestation,Diabetes mellitus NOS with ophthalmic manifestation,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C106.00,,Diabetes mellitus with neurological manifestation,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C106.00,,Diabetes mellitus with neurological manifestation,Diabetes mellitus with neurological manifestation,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C106.11,,Diabetic amyotrophy,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C106.12,,Diabetes mellitus with neuropathy,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C106.12,,Diabetes mellitus with neuropathy,Diabetes mellitus with neuropathy,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C106.13,,Diabetes mellitus with polyneuropathy,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C106.13,,Diabetes mellitus with polyneuropathy,Diabetes mellitus with polyneuropathy,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C106000,,Diabetes mellitus; juvenile; + neurological manifestation,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C106000,,Diabetes mellitus; juvenile; + neurological manifestation,Diabetes mellitus; juvenile; + neurological manifestation,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C106100,,Diabetes mellitus; adult onset; + neurological manifestation,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C106100,,Diabetes mellitus; adult onset; + neurological manifestation,Diabetes mellitus; adult onset; + neurological manifestation,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C106y00,,Other specified diabetes mellitus with neurological comps,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C106y00,,Other specified diabetes mellitus with neurological comps,Other specified diabetes mellitus with neurological comps,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C106z00,,Diabetes mellitus NOS with neurological manifestation,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C106z00,,Diabetes mellitus NOS with neurological manifestation,Diabetes mellitus NOS with neurological manifestation,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C107.00,,Diabetes mellitus with peripheral circulatory disorder,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C107.00,,Diabetes mellitus with peripheral circulatory disorder,Diabetes mellitus with peripheral circulatory disorder,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C107.11,,Diabetes mellitus with gangrene,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C107.11,,Diabetes mellitus with gangrene,Diabetes mellitus with gangrene,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C107.12,,Diabetes with gangrene,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C107.12,,Diabetes with gangrene,Diabetes with gangrene,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C107000,,Diabetes mellitus; juvenile +peripheral circulatory disorder,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C107000,,Diabetes mellitus; juvenile +peripheral circulatory disorder,Diabetes mellitus; juvenile +peripheral circulatory disorder,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C107100,,Diabetes mellitus; adult; + peripheral circulatory disorder,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
